Abbey Gargoyles;Creature — Gargoyle;W;Fifth Edition (Uncommon)/Homelands (Uncommon)/Masters Edition II (Uncommon);0
Mox Emerald;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Mox Jet;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Mox Pearl;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Mox Ruby;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Mox Sapphire;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Vintage Masters (Bonus);0
Mudslide;Enchantment;R;Ice Age (Rare)/Masters Edition II (Rare);0
Murk Dwellers;Creature - Zombie;B;Fourth Edition (Common)/Fifth Edition (Common)/The Dark (Common);0
Musician;Creature — Human Wizard;U;Ice Age (Rare)/Masters Edition II (Rare);0
Mystic Compass;Artifact;C;Classic Sixth Edition (Uncommon)/Alliances (Uncommon);0
Mystic Decree;World Enchantment;U;Homelands (Rare)/Masters Edition IV (Uncommon);0
Mystic Might;Enchantment — Aura;U;Ice Age (Rare);0
Mystic Remora;Enchantment;U;Ice Age (Common)/Masters Edition (Uncommon)/Dominaria Remastered (Rare);0
Márton Stromgald;Legendary Creature — Human Knight;R;Ice Age (Rare)/Masters Edition (Rare);0
Nacre Talisman;Artifact;C;Ice Age (Uncommon);0
Nafs Asp;Creature — Snake;G;Fourth Edition (Common)/Arabian Nights (Common);0
Naked Singularity;Artifact;C;Ice Age (Rare)/Masters Edition IV (Rare);0
Nameless Race;Creature;B;The Dark (Rare);0
Narwhal;Creature — Whale;U;Homelands (Rare)/Masters Edition II (Uncommon);0
Natural Selection;Instant;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare);0
Nature's Blessing;Enchantment;G/W;Alliances (Uncommon)/Masters Edition II (Uncommon);0
Nature's Chosen;Enchantment — Aura;G;Alliances (Uncommon);0
Nature's Lore;Sorcery;G;Fifth Edition (Common)/Ice Age (Uncommon)/Starter 1999 (Common)/Portal (Common)/Portal Second Age (Common)/Masters Edition (Common)/Duel Decks: Garruk vs. Liliana (Common)/Vintage Masters (Common)/Duel Decks Anthology, Garruk vs. Liliana (Common)/Adventures in the Forgotten Realms Commander (Common)/Commander Legends: Battle for Baldur's Gate (Common)/Dominaria Remastered (Uncommon)/Commander Masters (Common)/Murders at Karlov Manor Commander (Uncommon);0
Nature's Wrath;Enchantment;G;Alliances (Rare)/Masters Edition II (Rare);0
Nebuchadnezzar;Legendary Creature — Human Wizard;U/B;Legends (Rare)/Chronicles (Rare)/Masters Edition III (Uncommon);0
Necrite;Creature - Thrull;B;Fifth Edition (Common)/Fallen Empires (Common)/Masters Edition II (Common);0
Necropolis;Artifact Creature - Wall;C;The Dark (Uncommon);0
Necropotence;Enchantment;B;Fifth Edition (Rare)/Ice Age (Rare)/Masters Edition II (Rare)/From the Vault: Exiled (Mythic Rare)/Vintage Masters (Rare)/Eternal Masters (Mythic Rare)/Iconic Masters (Mythic Rare)/Wilds of Eldraine Enchanting Tales (Mythic Rare);0
Nether Shadow;Creature — Spirit;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Masters Edition (Uncommon);0
Nether Void;World Enchantment;B;Legends (Rare)/Masters Edition III (Rare);0
Nettling Imp;Creature — Imp;B;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon);0
Nevinyrral's Disk;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Masters Edition (Rare)/From the Vault: Relics (Mythic Rare)/Commander 2013 Edition (Rare)/Vintage Masters (Rare)/Commander 2014 (Rare)/Eternal Masters (Rare)/Commander 2016 (Rare)/Commander 2017 (Rare)/Commander Legends (Rare)/Modern Horizons 2 (Rare)/Commander Masters (Rare);0
Niall Silvain;Creature - Ouphe;G;The Dark (Rare);0
Nicol Bolas;Legendary Creature — Elder Dragon;U/B/R;Legends (Rare)/Time Spiral "Timeshifted" (Special)/Chronicles (Rare)/From the Vault: Dragons (Rare)/Masters Edition III (Rare)/Masters 25 (Rare);0
Night Soil;Enchantment;G;Fallen Empires (Common)/Masters Edition II (Uncommon)/Commander 2013 Edition (Common);0
Nightmare;Creature — Nightmare Horse;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare)/Ninth Edition (Rare)/Tenth Edition (Rare)/Magic 2010 (Rare)/Magic 2014 Core Set (Rare)/Magic 2015 Core Set (Rare)/Magic Origins (Rare)/Welcome Deck 2016 (Rare)/Welcome Deck 2017 (Rare)/Arena Base Set (Rare);0
Noble Steeds;Enchantment;W;Alliances (Common);0
Norritt;Creature — Imp;B;Ice Age (Common);0
North Star;Artifact;C;Legends (Rare);0
Northern Paladin;Creature — Human Knight;W;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Seventh Edition (Rare);0
Nova Pentacle;Artifact;C;Legends (Rare)/Masters Edition III (Rare);0
Oasis;Land;C;Fourth Edition (Uncommon)/Arabian Nights (Uncommon)/Masters Edition IV (Common);0
Oath of Lim-Dûl;Enchantment;B;Ice Age (Rare);0
Obelisk of Undoing;Artifact;C;Fifth Edition (Rare)/Antiquities (Rare)/Chronicles (Rare)/Masters Edition IV (Rare);0
Obsianus Golem;Artifact Creature — Golem;C;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Starter 2000 (Uncommon)/Masters Edition IV (Common);0
Old Man of the Sea;Creature — Djinn;U;Arabian Nights (Rare)/Masters Edition III (Rare);0
Omen of Fire;Instant;R;Alliances (Rare);0
Onulet;Artifact Creature — Construct;C;Revised Edition (Rare)/Fourth Edition (Rare)/Antiquities (Uncommon)/Masters Edition (Common)/Masters Edition IV (Common);0
Onyx Talisman;Artifact;C;Ice Age (Uncommon);0
Orc General;Creature - Orc Warrior;R;The Dark (Uncommon)/Masters Edition II (Uncommon);0
Orcish Artillery;Creature — Orc Warrior;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Tenth Edition (Uncommon);0
Orcish Cannoneers;Creature - Orc Warrior;R;Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Orcish Captain;Creature — Orc Warrior;R;Fifth Edition (Uncommon)/Fallen Empires (Uncommon)/Masters Edition II (Uncommon);0
Orcish Conscripts;Creature - Orc;R;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common);0
Orcish Farmer;Creature - Orc;R;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common);0
Orcish Healer;Creature - Orc;R;Ice Age (Uncommon);0
Orcish Librarian;Creature - Orc;R;Ice Age (Rare)/Time Spiral "Timeshifted" (Special);0
Orcish Lumberjack;Creature - Orc;R;Ice Age (Common)/Masters Edition II (Common)/Duel Decks: Heroes vs. Monsters (Common)/Vintage Masters (Common);0
Orcish Mechanics;Creature — Orc;R;Antiquities (Common)/Masters Edition (Uncommon)/Masters Edition IV (Uncommon);0
Orcish Mine;Enchantment — Aura;R;Homelands (Uncommon);0
Orcish Oriflamme;Enchantment;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Starter 2000 (Uncommon)/Eternal Masters (Common);0
Orcish Spy;Creature — Orc Rogue;R;Eighth Edition (Common)/Fallen Empires (Common);0
Orcish Squatters;Creature - Orc;R;Fifth Edition (Rare)/Ice Age (Rare)/Masters Edition II (Rare);0
Orcish Veteran;Creature — Orc;R;Fallen Empires (Common)/Masters Edition II (Common);0
Order of Leitbur;Creature — Human Cleric Knight;W;Fallen Empires (Common)/Masters Edition (Common);0
Order of the Ebon Hand;Creature — Cleric Knight;B;Fallen Empires (Common)/Masters Edition (Common);0
Order of the Sacred Torch;Creature — Human Knight;W;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Ice Age (Rare)/Masters Edition II (Rare);0
Order of the White Shield;Creature — Human Knight;W;Fifth Edition (Uncommon)/Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Orgg;Creature — Orgg;R;Fifth Edition (Rare)/Fallen Empires (Rare)/Time Spiral "Timeshifted" (Special);0
Ornithopter;Artifact Creature — Thopter;C;Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Ninth Edition (Uncommon)/Antiquities (Common)/Mirrodin (Uncommon)/Tenth Edition (Uncommon)/Magic 2010 (Uncommon)/Magic 2011 (Uncommon)/Magic 2015 Core Set (Common)/Masterpiece Series: Kaladesh Inventions (Special)/Aether Revolt (Uncommon)/Historic Anthology 1 (Uncommon)/Kaladesh Remastered (Uncommon)/The Brothers' War Retro Artifacts (Uncommon)/Dominaria Remastered (Common);0
Osai Vultures;Creature — Bird;W;Fourth Edition (Uncommon)/Legends (Common)/Masters Edition IV (Common);0
Oubliette;Enchantment;B;Arabian Nights (Common)/Masters Edition (Common)/Double Masters (Uncommon);0
Pale Bears;Creature — Bear;G;Ice Age (Rare);0
Palladia-Mors;Legendary Creature — Elder Dragon;R/G/W;Legends (Rare)/Chronicles (Rare)/Masters Edition III (Rare);0
Panic;Instant;R;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common);0
Paralyze;Enchantment — Aura;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Masters Edition (Common)/Vintage Masters (Common);0
Part Water;Sorcery;U;Legends (Uncommon);0
Pavel Maliki;Legendary Creature — Human;R/B;Legends (Uncommon)/Masters Edition III (Uncommon);0
Pearled Unicorn;Creature — Unicorn;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common);0
Pendelhaven;Legendary Land;C;Legends (Uncommon)/Time Spiral "Timeshifted" (Special)/Masters 25 (Rare);0
Pentagram of the Ages;Artifact;C;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Ice Age (Rare)/Masters Edition IV (Uncommon);0
People of the Woods;Creature - Human;G;The Dark (Uncommon);0
Personal Incarnation;Creature — Avatar Incarnation;W;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Masters Edition IV (Rare);0
Pestilence Rats;Creature — Rat;B;Ice Age (Common);0
Pestilence;Enchantment;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Uncommon)/Urza's Saga (Common)/Battle Royale Box Set (Uncommon);0
Petra Sphinx;Creature — Sphinx;W;Legends (Rare)/Chronicles (Rare)/Masters Edition (Rare);0
Phantasmal Fiend;Creature — Illusion;B;Alliances (Common)/Masters Edition II (Common);0
Phantasmal Forces;Creature — Illusion;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Masters Edition IV (Common);0
Phantasmal Mount;Creature — Illusion Horse;U;Ice Age (Uncommon)/Masters Edition II (Common);0
Phantasmal Sphere;Creature — Illusion;U;Alliances (Rare);0
Phantasmal Terrain;Enchantment — Aura;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Invasion (Common)/Masters Edition IV (Common);0
Phantom Monster;Creature — Illusion;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Masters Edition (Common)/Eternal Masters (Common)/Iconic Masters (Common);0
Phelddagrif;Legendary Creature — Phelddagrif;G/W/U;Alliances (Rare)/Masters Edition (Rare);0
Phyrexian Boon;Enchantment — Aura;B;Alliances (Common)/Masters Edition (Common);0
Phyrexian Devourer;Artifact Creature — Phyrexian Construct;C;Alliances (Rare)/Masters Edition II (Uncommon);0
Phyrexian Gremlins;Creature — Phyrexian Gremlin;B;Antiquities (Common);0
Phyrexian Portal;Artifact;C;Alliances (Rare)/Masters Edition II (Rare);0
Phyrexian War Beast;Artifact Creature — Phyrexian Beast;C;Alliances (Common)/Masters Edition (Uncommon);0
Piety;Instant;W;Fourth Edition (Common)/Arabian Nights (Common);0
Pikemen;Creature - Human Soldier;W;Fourth Edition (Common)/Fifth Edition (Common)/The Dark (Common);0
Pillage;Sorcery;R;Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Alliances (Uncommon)/Masters Edition II (Uncommon)/Premium Deck Series: Fire and Lightning (Uncommon)/Masters 25 (Common)/Modern Horizons (Uncommon);0
Pirate Ship;Creature — Human Pirate;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Time Spiral "Timeshifted" (Special);0
Pit Scorpion;Creature - Scorpion;B;Fourth Edition (Common)/Fifth Edition (Common)/Legends (Common);0
Pit Trap;Artifact;C;Seventh Edition (Uncommon)/Ice Age (Uncommon)/Urza's Saga (Uncommon);0
Pixie Queen;Creature - Faerie;G;Legends (Rare);0
Plague Rats;Creature — Rat;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common);0
Plains;Basic Land — Plains;C;Limited Edition Alpha (Land)/Limited Edition Beta (Land)/Unlimited Edition (Land)/Revised Edition (Land)/Fourth Edition (Land)/Fifth Edition (Land)/Classic Sixth Edition (Land)/Seventh Edition (Land)/Eighth Edition (Land)/Ninth Edition (Land)/Ice Age (Land)/Mirage (Land)/Tempest (Land)/Urza's Saga (Land)/Mercadian Masques (Land)/Invasion (Land)/Odyssey (Land)/Onslaught (Land)/Mirrodin (Land)/Champions of Kamigawa (Land)/Ravnica: City of Guilds (Land)/Time Spiral (Land)/Tenth Edition (Land)/Lorwyn (Land)/Shadowmoor (Land)/Shards of Alara (Land)/Starter 1999 (Land)/Starter 2000 (Land)/Battle Royale Box Set (Land)/Portal (Land)/Portal Second Age (Land)/Portal Three Kingdoms (Land)/Unglued (Common)/Unhinged (Land)/Masters Edition (Land)/Duel Decks: Divine vs. Demonic (Land)/Magic 2010 (Land)/Planechase (Land)/Masters Edition III (Land)/Zendikar (Land)/Premium Deck Series: Slivers (Land)/Duel Decks: Phyrexia vs. the Coalition (Land)/Rise of the Eldrazi (Land)/Archenemy (Land)/Magic 2011 (Land)/Duel Decks: Elspeth vs. Tezzeret (Land)/Scars of Mirrodin (Land)/Mirrodin Besieged (Land)/Duel Decks: Knights vs. Dragons (Land)/New Phyrexia (Land)/Magic: The Gathering-Commander (Land)/Magic 2012 (Land)/Duel Decks: Ajani vs. Nicol Bolas (Land)/Innistrad (Land)/Duel Decks: Venser vs. Koth (Land)/Avacyn Restored (Land)/Planechase 2012 Edition (Land)/Magic 2013 (Land)/Return to Ravnica (Land)/Duel Decks: Sorin vs. Tibalt (Land)/Magic 2014 Core Set (Land)/Duel Decks: Heroes vs. Monsters (Land)/Theros (Land)/Commander 2013 Edition (Land)/Modern Event Deck 2014 (Land)/Magic 2015 Core Set (Land)/Duel Decks: Speed vs. Cunning (Land)/Khans of Tarkir (Land)/Commander 2014 (Land)/Fate Reforged (Land)/Duel Decks Anthology, Divine vs. Demonic (Land)/Duel Decks: Elspeth vs. Kiora (Land)/Dragons of Tarkir (Land)/Tempest Remastered (Land)/Magic Origins (Land)/Duel Decks: Zendikar vs. Eldrazi (Land)/Battle for Zendikar (Land)/Commander 2015 (Land)/Duel Decks: Blessed vs. Cursed (Land)/Shadows over Innistrad (Land)/Kaladesh (Land)/Commander 2016 (Land)/Planechase Anthology (Land)/Amonkhet (Land)/Commander Anthology (Land)/Archenemy: Nicol Bolas (Land)/Hour of Devastation (Land)/Commander 2017 (Land)/Ixalan (Land)/Unstable (Land)/Rivals of Ixalan (Land)/Dominaria (Land)/Battlebond (Land)/Commander Anthology 2018 (Land)/Global Series: Jiang Yanggu and Mu Yanling (Land)/Core Set 2019 (Land)/Commander 2018 (Land)/Guilds of Ravnica (Land)/Guild Kit: Boros (Land)/Guild Kit: Selesnya (Land)/Game Night (Land)/Ravnica Allegiance (Land)/Guild Kit: Azorius (Land)/Guild Kit: Orzhov (Land)/War of the Spark (Land)/Core Set 2020 (Land)/Commander 2019 (Land)/Throne of Eldraine (Land)/Game Night 2019 (Land)/Theros Beyond Death (Land)/Secret Lair Drop (Rare)/Unsanctioned (Land)/Ikoria: Lair of Behemoths (Land)/Core Set 2021 (Land)/Jumpstart (Land)/Double Masters (Land)/Zendikar Rising (Land)/Commander Legends (Land)/Kaldheim (Land)/Strixhaven: School of Mages (Land)/Modern Horizons 2 (Land)/Adventures in the Forgotten Realms (Land)/Innistrad: Midnight Hunt (Land)/Innistrad: Crimson Vow (Land)/Amonkhet Remastered (Land)/Kaladesh Remastered (Land)/Arena Base Set (Land)/Kamigawa: Neon Dynasty (Land)/Streets of New Capenna (Land)/Commander Legends: Battle for Baldur's Gate (Land)/Alchemy Horizons: Baldur's Gate (Land)/Dominaria United (Land)/Unfinity (Land)/Warhammer 40,000 Commander (Land)/Game Night: Free-For-All (Land)/The Brothers' War (Land)/The Brothers' War Commander (Land)/Jumpstart 2022 (Land)/Dominaria Remastered (Land)/Phyrexia: All Will Be One (Land)/Shadows Over Innistrad Remastered (Land)/March of the Machine (Land)/The Lord of the Rings: Tales of Middle Earth (Land)/Commander Masters (Land)/Wilds of Eldraine (Land)/Doctor Who Commander (Land)/The Lost Caverns of Ixalan (Land)/Jurassic World Collection Cards (Land)/Murders at Karlov Manor (Land)/Ravnica Clue Edition (Land)/Magic The Gathering—Fallout (Land)/Outlaws of Thunder Junction (Land)/Modern Horizons 3 (Land)/Assassin's Creed (Land)/Bloomburrow (Land);0
Planar Gate;Artifact;C;Legends (Rare)/Masters Edition IV (Uncommon);0
Plateau;Land — Mountain Plains;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition III (Rare)/Masters Edition IV (Rare)/Vintage Masters (Rare);0
Polar Kraken;Creature — Kraken;U;Ice Age (Rare)/Masters Edition (Rare);0
Portent;Sorcery;U;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common)/Commander 2018 (Common);0
Power Artifact;Enchantment — Aura;U;Antiquities (Uncommon)/Masters Edition IV (Rare);0
Power Leak;Enchantment — Aura;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common);0
Power Sink;Instant;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Ice Age (Common)/Mirage (Common)/Tempest (Common)/Urza's Saga (Common)/Beatdown Box Set (Common)/Vintage Masters (Uncommon);0
Power Surge;Enchantment;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Powerleech;Enchantment;G;Antiquities (Uncommon);0
Pox;Sorcery;B;Fifth Edition (Rare)/Ice Age (Rare)/Masters Edition (Rare);0
Pradesh Gypsies;Creature - Human Nomad;G;Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Legends (Uncommon);0
Preacher;Creature - Human Cleric;W;The Dark (Rare)/Masters Edition (Rare);0
Presence of the Master;Enchantment;W;Legends (Uncommon)/Urza's Saga (Uncommon);0
Priest of Yawgmoth;Creature — Phyrexian Human Cleric;B;Antiquities (Common);0
Primal Clay;Artifact Creature — Shapeshifter;C;Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Antiquities (Uncommon)/Masters Edition IV (Common)/Magic 2013 (Uncommon)/Masters 25 (Common);0
Primal Order;Enchantment;G;Fifth Edition (Rare)/Homelands (Rare)/Masters Edition (Rare);0
Primitive Justice;Sorcery;R;Alliances (Uncommon)/Masters Edition IV (Uncommon);0
Primordial Ooze;Creature - Ooze;R;Fifth Edition (Uncommon)/Legends (Uncommon)/Chronicles (Uncommon);0
Princess Lucrezia;Legendary Creature — Human Wizard;U/B;Legends (Uncommon)/Masters Edition III (Uncommon);0
Prismatic Ward;Enchantment — Aura;W;Fifth Edition (Common)/Ice Age (Common);0
Prodigal Sorcerer;Creature — Human Wizard;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Time Spiral "Timeshifted" (Special)/Starter 2000 (Common)/Battle Royale Box Set (Common)/Masters Edition IV (Uncommon)/Eternal Masters (Uncommon);0
Prophecy;Sorcery;W;Homelands (Common);0
Psionic Blast;Instant;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Time Spiral "Timeshifted" (Special);0
Psionic Entity;Creature - Illusion;U;Fourth Edition (Rare)/Legends (Rare);0
Psychic Allergy;Enchantment;U;The Dark (Rare);0
Psychic Purge;Sorcery;U;Legends (Common)/Masters Edition (Uncommon);0
Psychic Venom;Enchantment — Aura;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Masters Edition (Common);0
Puppet Master;Enchantment - Aura;U;Legends (Uncommon)/Chronicles (Uncommon);0
Purelace;Instant;W;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Pygmy Allosaurus;Creature — Dinosaur;G;Ice Age (Rare);0
Pyknite;Creature — Ouphe;G;Ice Age (Common);0
Pyramids;Artifact;C;Arabian Nights (Rare);0
Pyroblast;Instant;R;Fifth Edition (Uncommon)/Ice Age (Common)/Masters Edition (Common)/Eternal Masters (Uncommon);0
Pyroclasm;Sorcery;R;Seventh Edition (Uncommon)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Ice Age (Uncommon)/Tenth Edition (Uncommon)/Portal (Rare)/Magic 2010 (Uncommon)/Magic 2011 (Uncommon)/Duel Decks: Sorin vs. Tibalt (Uncommon)/Duel Decks: Heroes vs. Monsters (Uncommon)/Modern Masters 2017 Edition (Uncommon)/Masters 25 (Uncommon);0
Pyrokinesis;Instant;R;Alliances (Uncommon)/Masters Edition II (Rare)/Duel Decks: Heroes vs. Monsters (Uncommon)/Eternal Masters (Rare);0
Pyrotechnics;Sorcery;R;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Common)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon)/Legends (Common)/Planechase (Uncommon)/Fate Reforged (Uncommon);0
Quagmire;Enchantment;B;Legends (Uncommon);0
Quarum Trench Gnomes;Creature - Gnome;R;Legends (Rare);0
Rabid Wombat;Creature - Wombat;G;Fifth Edition (Uncommon)/Legends (Uncommon)/Chronicles (Uncommon)/Masters Edition (Uncommon);0
Radjan Spirit;Creature - Spirit;G;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Legends (Uncommon)/Masters Edition IV (Uncommon);0
Rag Man;Creature - Human Minion;B;Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/The Dark (Rare);0
Raging Bull;Creature - Ox;R;Legends (Common);0
Raging River;Enchantment;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare);0
Ragnar;Legendary Creature — Human Cleric;U/W/G;Legends (Rare)/Masters Edition III (Uncommon);0
Raiding Party;Enchantment;R;Fallen Empires (Uncommon);0
Rainbow Vale;Land;C;Fallen Empires (Rare)/Masters Edition (Rare);0
Raise Dead;Sorcery;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Starter 1999 (Common)/Portal (Common)/Portal Second Age (Common)/Conspiracy: Take the Crown (Common)/Welcome Deck 2017 (Common)/Arena Base Set (Common);0
Rakalite;Artifact;C;Antiquities (Uncommon)/Chronicles (Rare)/Masters Edition IV (Rare);0
Rally;Instant;W;Ice Age (Common);0
Ramirez DePietro;Legendary Creature — Human Pirate;U/B;Legends (Uncommon)/Masters Edition III (Common);0
Ramses Overdark;Legendary Creature — Human Assassin;U/B;Legends (Rare)/Masters Edition III (Uncommon);0
Rapid Fire;Instant;W;Legends (Rare);0
Rashka the Slayer;Legendary Creature — Human Archer;W;Homelands (Uncommon);0
Rasputin Dreamweaver;Legendary Creature — Human Wizard;W/U;Legends (Rare)/Masters Edition III (Rare);0
Ray of Command;Instant;U;Fifth Edition (Common)/Ice Age (Common)/Mirage (Common)/Battle Royale Box Set (Common)/Masters Edition II (Uncommon)/Magic: The Gathering-Commander (Common)/Duel Decks: Jace vs. Vraska (Common);0
Ray of Erasure;Instant;U;Ice Age (Common);0
Reality Twist;Enchantment;U;Ice Age (Rare);0
Rebirth;Sorcery;G;Fourth Edition (Rare)/Legends (Rare);0
Recall;Sorcery;U;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Legends (Rare)/Chronicles (Uncommon)/Masters Edition III (Uncommon);0
Reclamation;Enchantment;G/W;Ice Age (Rare);0
Reconstruction;Sorcery;U;Revised Edition (Common)/Antiquities (Common)/Masters Edition IV (Common);0
Red Elemental Blast;Instant;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Masters Edition IV (Uncommon)/Masters 25 (Uncommon);0
Red Mana Battery;Artifact;C;Fourth Edition (Rare)/Legends (Uncommon);0
Red Scarab;Enchantment — Aura;W;Ice Age (Uncommon);0
